parent_image_id,parent_filename,child_cropped_id,child_filename,display_title,corpus_layer,source_type,Author,motif_specific,motif_group,object_type,place_of_origin,iconclass_code,year,Link
FOR_SHAW_008,scialle 22 Caloi.png,FOR_SHAW_008_CROP_01,FOR_SHAW_008_ivy_01.jpg,Climbing ivy motif — Shawl no. 22 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,climbing_ivy,vegetal,shawl,Venice,25G4(IVY),1910,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_SHAW_008,scialle 22 Caloi.png,FOR_SHAW_008_CROP_04,FOR_SHAW_008_ivy_04.jpg,Paired ivy sprigs motif — Shawl no. 22 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,double_ivy_sprigs,vegetal,shawl,Venice,25G4(IVY),1910,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_SHAW_009,scialle 29 Caloi.png,FOR_SHAW_009_CROP_01,FOR_SHAW_009_heart_shaped_leaf_01.jpg,Heart-shaped leaf motif — Shawl no. 29 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,heart_shaped_leaf,vegetal,shawl,Venice,25G4,1910,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_TXT_001,M_0479_ThumbJpeg,FOR_TXT_001_CROP_01,FOR_TXT_001_climbing_ivy_01.jpg,"Climbing ivy motif — Fortuny textile, inv. M_0479",reception,Museum Fortuny,Mariano Fortuny,climbing_ivy,vegetal,shawl,Venice,25G4(IVY),1910,https://www.archiviodellacomunicazione.it/sicap/OpereArte/512831/?WEB=MuseiVE
ARC_VAS_013,heraklionmuseum Hadra Vase,ARC_VAS_013_CROP_01,ARC_VAS_013_ivy_01.jpg,Paired ivy sprigs motif — Hadra vase,archaeological,Heraklion Archaeological Museum,unknown,double_ivy_sprigs,vegetal,vase,"Phaistos, Hellenistic period",25G4(IVY),-250,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/596
ARC_VAS_003,Pyxis-shaped vessel_heraklionmuseum,ARC_VAS_003_CROP_01,ARC_VAS_003_heart_shaped_leaf_01.jpg,Heart-shaped leaf motif — Pyxis-shaped vessel,archaeological,Heraklion Archaeological Museum,unknown,heart_shaped_leaf,vegetal,vessel,Pseira,25G4,-1475,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/279
ARC_VAS_010,heraklionmuseum Bridge-spouted jar with decoration of the Standard Tradition Late Minoan ΙI period.,ARC_VAS_010_CROP_01,ARC_VAS_010_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — Bridge-spouted jar with Standard Tradition decoration, Late Minoan II",archaeological,Heraklion Archaeological Museum,unknown,heart_shaped_leaf,vegetal,jar,Gournia,25G4,-1425,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/154
ARC_VAS_016,"heraklionmuseum Palace Style pithoid jar , Late Minoan IB period",ARC_VAS_016_CROP_01,ARC_VAS_016_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — Palace Style pithoid jar, Late Minoan IB",archaeological,Heraklion Archaeological Museum,unknown,heart_shaped_leaf,vegetal,jar,Knossos,25G4,-1490,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/289
ARC_VAS_020,heraklionmuseum Two-handled open vessel,ARC_VAS_020_CROP_01,ARC_VAS_020_heart_shaped_with_three_crocus_buds_01.jpg,Heart-shaped form with three crocus buds motif — Two-handled open vessel,archaeological,Heraklion Archaeological Museum,unknown,heart_shaped_with_three_crocus_buds,vegetal,vessel,Phaistos,25G41(CROCUS),-1475,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/155
ARC_VAS_022,"Poursat, Knappett, Fig. 25.10 Palaikastro, ewer, ceramic. H. 24.5 cm. LM IB (1530-1450 вс). Heraklion, AM 5172, Photo Müller 1997, pl. 7 .jpg",ARC_VAS_022_CROP_01,ARC_VAS_022_papyrus_like_leaf_01.jpg,"Papyrus flower motif — Ewer from Palaikastro, Late Minoan IB",,"Poursat J.C., Knappett C. The Art and Archaeology of the Aegean Bronze Age, Figure 25.10 Palaikastro, ewer, ceramic. H. 24.5 cm. LM IB (1530-1450 вс). Heraklion, AM 5172, Photo Müller 1997, pl. 7 ",unknown,papyrus_flower,vegetal,vessel,Heraklion,25G41,-1490,https://www.facebook.com/groups/832757514032223/posts/1862462444395053/
ARC_FRES_012,Akrotiri frescos in the National Archaeological Museum of Athens wikipedia.jpg,ARC_FRES_012_CROP_01,ARC_FRES_012_ivy_01.jpg,"Paired ivy sprigs motif — Akrotiri frescoes, National Archaeological Museum, Athens",,National Archaeological Museum of Athens / Wikipedia,unknown,double_ivy_sprigs,vegetal,fresco,"Akrotiri, Thera",25G4(IVY),-1600,https://it.wikipedia.org/wiki/File:0020MAN-Akrotiri_frescoes.jpg
ARC_OBJ_003,chest larnax heraklionmuseum,ARC_OBJ_003_CROP_01,ARC_OBJ_003_spiral_01.jpg,Spiral group motif — Chest larnax,archaeological,Heraklion Archaeological Museum,unknown,spiral_group,geometric,larnax,Palaikastro,48A98133,-1335,https://heraklionmuseum.gr/en/exhibit/chest-larnax/
ARC_VAS_001,Palace Style pithoid jar_knoss_heraklionmuseum,ARC_VAS_001_CROP_01,ARC_VAS_001_papyrus_flowers_01.jpg,"Papyrus flower motif — Palace Style pithoid jar, Knossos",archaeological,Heraklion Archaeological Museum,unknown,papyrus_flower,floral,jar,Knossos,25G41,-1425,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/289
ARC_VAS_001,Palace Style pithoid jar_knoss_heraklionmuseum,ARC_VAS_001_CROP_03,ARC_VAS_001_papyrus_flower_03.jpg,"Papyrus flower motif — Palace Style pithoid jar, Knossos",archaeological,Heraklion Archaeological Museum,unknown,papyrus_flower,floral,jar,Knossos,25G41,-1425,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/289
BOOK_099,"Place of minos at knossos vol.1 by Evans, Arthur-216_fig133",BOOK_099_CROP_01,BOOK_099_myrthle_01.jpg,"Myrtle-like foliage motif — The Palace of Minos at Knossos, vol. 1, p. 216, fig. 133",publication,"Arthur Evans, Place of Minos at Knossos vol.1",,myrtle_like_foliage,vegetal,book_illustration,,25G4,1921,https://archive.org/details/in.gov.ignca.6667/page/184/mode/1up
BOOK_098,"Place of minos at knossos vol.1 by Evans, Arthur-570. fig364_crocuses",BOOK_098_CROP_02,BOOK_098_crocuses_01.jpg,"Crocus group motif — The Palace of Minos at Knossos, vol. 1, p. 570, fig. 364",publication,"Arthur Evans, Place of Minos at Knossos vol.1",,crocus_group,floral,book_illustration,,25G41(CROCUS),1921,https://archive.org/details/in.gov.ignca.6667/page/506/mode/1up
ARC_FRES_010,Lily fresco_heraklionmuseum,ARC_FRES_010_CROP_01,ARC_FRES_010_lily_01.jpg,"Lily motif — Lily Fresco, Amnisos",archaeological,Heraklion Archaeological Museum,unknown,lily_group,floral,fresco,villa at Amnisos,25G41(LILY),-1550,https://heraklionmuseum.gr/en/exhibit/lily-fresco/
ARC_FRES_014,Akrotiri Spring Fresco.jpg,ARC_FRES_014_CROP_03,ARC_FRES_014_lily_03,"Lily flower motif — Spring Fresco, Akrotiri",archaeological,Wikimedia Commons,unknown,lily,floral,fresco,"Akrotiri, Thera",25G41(LILY),-1600,https://en.wikipedia.org/wiki/File:Akrotiri_Spring_Fresco.jpg
